0.776516 2.076547 
0.777855 2.141100 
0.779195 2.197946 
0.780534 2.246610 
0.781873 2.286883 
0.783213 2.318825 
0.784552 2.342755 
0.785891 2.359223 
0.787231 2.368974 
0.788570 2.372891 
0.789909 2.371951 
0.791249 2.367163 
0.792588 2.359524 
0.793928 2.349978 
0.795267 2.339383 
0.796606 2.328487 
0.797946 2.317920 
0.799285 2.308187 
0.800624 2.299673 
0.801964 2.292651 
0.803303 2.287289 
0.804643 2.283670 
0.805982 2.281800 
0.807321 2.281623 
0.808661 2.283028 
0.810000 2.285866 
0.811339 2.289948 
0.812679 2.295057 
0.814018 2.300949 
0.815357 2.307358 
0.816697 2.313993 
0.818036 2.320545 
0.819376 2.326685 
0.820715 2.332067 
0.822054 2.336334 
0.823394 2.339118 
0.824733 2.340047 
0.826072 2.338757 
0.827412 2.334891 
0.828751 2.328119 
0.830091 2.318138 
0.831430 2.304688 
0.832769 2.287559 
0.834109 2.266599 
0.835448 2.241722 
0.836787 2.212907 
0.838127 2.180208 
0.839466 2.143747 
0.840805 2.103709 
0.842145 2.060345 
