#0.500000 0.491037 0.007033 10000 8
#0.600000 0.753677 0.010848 10000 16
#0.700000 1.123773 0.016542 10000 10
0.800000 1.521036 0.021335 10000 10
0.820000 1.616065 0.022839 10000 10
0.830000 1.652609 0.023370 9506 14
0.840000 1.663088 0.022558 10000 10
0.850000 1.645771 0.023624 10000 10
0.860000 1.669603 0.023776 10000 10
#0.900000 1.594696 0.022497 10000 10
#1.000000 1.352201 0.020008 10000 10
#1.100000 1.147106 0.016461 10000 10
#2.000000 0.736925 0.010841 10000 10
