0.500000 0.001971 0.000071 12000 1
0.600000 0.003685 0.000116 12000 2
0.700000 0.009592 0.000273 12000 10
0.750000 0.018497 0.000433 12000 10
0.780000 0.029299 0.000692 12000 10
0.800000 0.036922 0.001051 11000 50
0.810000 0.042222 0.001023 12000 16
0.820000 0.045081 0.001160 12000 200
0.830000 0.045604 0.001093 12000 20
0.850000 0.043788 0.001059 12000 24
0.900000 0.032088 0.001046 12000 60
1.000000 0.018088 0.000628 12000 100
1.100000 0.011196 0.000405 12000 12
2.000000 0.002649 0.000131 12000 3

