0.776580 0.043363 1.589488 6.940960 11.075937  
0.777117 0.044754 1.591624 7.037822 11.246320  
0.777654 0.046190 1.593820 7.137792 11.422546  
0.778191 0.047665 1.596076 7.240962 11.604792  
0.778728 0.049179 1.598390 7.347419 11.793224  
0.779264 0.050727 1.600762 7.457243 11.987998  
0.779801 0.052306 1.603188 7.570505 12.189252  
0.780338 0.053910 1.605668 7.687267 12.397109  
0.780875 0.055537 1.608198 7.807582 12.611677  
0.781412 0.057180 1.610776 7.931493 12.833042  
0.781948 0.058835 1.613400 8.059030 13.061272  
0.782485 0.060497 1.616065 8.190215 13.296415  
0.783022 0.062158 1.618769 8.325053 13.538496  
0.783559 0.063814 1.621508 8.463540 13.787516  
0.784095 0.065459 1.624280 8.605656 14.043453  
0.784632 0.067085 1.627080 8.751369 14.306261  
0.785169 0.068685 1.629905 8.900630 14.575865  
0.785706 0.070254 1.632752 9.053376 14.852168  
0.786243 0.071783 1.635617 9.209528 15.135042  
0.786779 0.073265 1.638497 9.368993 15.424333  
0.787316 0.074695 1.641389 9.531660 15.719860  
0.787853 0.076063 1.644291 9.697403 16.021414  
0.788390 0.077364 1.647198 9.866083 16.328761  
0.788926 0.078592 1.650110 10.037544 16.641642  
0.789463 0.079741 1.653023 10.211619 16.959776  
0.790000 0.080806 1.655934 10.388127 17.282863  
0.790537 0.081782 1.658844 10.566881 17.610586  
0.791074 0.082669 1.661749 10.747683 17.942616  
0.791610 0.083462 1.664648 10.930332 18.278617  
0.792147 0.084163 1.667541 11.114624 18.618251  
0.792684 0.084771 1.670426 11.300355 18.961180  
0.793221 0.085289 1.673304 11.487324 19.307075  
0.793757 0.085718 1.676175 11.675332 19.655619  
0.794294 0.086063 1.679039 11.864191 20.006508  
0.794831 0.086326 1.681899 12.053718 20.359459  
0.795368 0.086512 1.684755 12.243737 20.714204  
0.795905 0.086623 1.687609 12.434082 21.070497  
0.796441 0.086660 1.690466 12.624590 21.428106  
0.796978 0.086625 1.693329 12.815101 21.786809  
0.797515 0.086514 1.696202 13.005451 22.146385  
0.798052 0.086321 1.699090 13.195468 22.506605  
0.798588 0.086037 1.701998 13.384964 22.867215  
0.799125 0.085648 1.704932 13.573723 23.227918  
0.799662 0.085135 1.707898 13.761494 23.588358  
0.800199 0.084474 1.710902 13.947978 23.948094  
0.800736 0.083636 1.713950 14.132821 24.306578  
0.801272 0.082589 1.717046 14.315597 24.663134  
0.801809 0.081296 1.720197 14.495807 25.016933  
0.802346 0.079720 1.723403 14.672870 25.366985  
0.802883 0.077824 1.726666 14.846122 25.712125  
