0.500000 0.772678 0.001939 117.500000 7000 10
0.600000 1.120928 0.003541 117.500000 7000 14
0.700000 1.979094 0.009282 117.500000 7000 14
0.750000 3.155275 0.021931 57.574997 7000 20
0.780000 4.929514 0.061638 57.574997 7000 70
0.800000 6.856767 0.088299 117.500000 7000 50
0.810000 8.313970 0.120093 57.574997 6191 41
0.820000 9.557745 0.134054 57.574997 7000 100
0.850000 13.089847 0.152374 57.574997 7000 100
0.900000 16.809721 0.133510 117.500000 7000 100
1.000000 21.485156 0.105967 117.500000 7000 100
1.100000 24.058064 0.117066 117.500000 7000 100
2.000000 33.407680 0.072077 117.500000 7000 100
