1.555074 -1.296461 2.543043
1.088447 -1.118316 1.780954
0.304085 -0.950386 1.728970
-0.532823 -1.069491 1.620110
-0.591649 -0.953143 1.721512
-1.926333 -0.222516 2.191495
-2.295721 -0.486679 2.810039
-2.542112 -1.098884 2.826637
-2.082001 -1.505658 3.360896
-3.210190 -2.095362 2.883180
-3.435956 -2.770363 3.464606
-3.344667 -2.979489 3.694916
-3.148823 -3.111239 4.092287
-3.498910 -4.212622 3.733541
-3.890658 -4.217961 4.467397
-4.186843 -4.113691 5.114397
-4.328606 -4.170679 4.968401
-5.306508 -4.585839 5.215797
-5.596612 -4.502200 5.728476
-5.839337 -4.805536 5.688592
-6.426970 -4.621450 5.992808
-7.206066 -5.242891 6.398195
-8.070227 -5.216748 6.363854
-8.185102 -6.144666 6.933343
-8.485134 -6.628967 6.897402
-8.326512 -6.826652 7.424993
-8.355419 -7.416352 7.907257
-8.114569 -7.860589 8.004816
-7.519772 -8.387485 7.410815
-7.536609 -8.933244 8.205502
-7.274336 -9.580593 8.794955
-7.358786 -10.091311 9.227918
-7.000715 -10.606313 8.899170
-7.016478 -10.915506 9.434532
-7.499151 -11.116307 9.897830
-7.872811 -12.582599 10.067559
-7.841461 -12.757970 9.898883
-7.656531 -12.952611 10.063148
-8.143417 -13.651801 10.371088
-7.872564 -14.034091 10.485131
-8.102428 -14.996704 9.688856
-7.454169 -14.916799 10.401400
-6.580382 -15.691478 10.400429
-6.311741 -16.465889 10.080849
-6.197416 -16.463860 10.909798
-5.974191 -16.825966 10.608663
-5.777504 -17.292611 11.088970
-5.931722 -17.709383 11.188694
-5.791903 -18.625012 11.720213
-5.706322 -18.835119 11.488159
-5.537610 -19.420713 11.562748
-5.250398 -20.134758 12.351688
-5.141895 -20.318255 12.163479
-4.674236 -21.219295 11.896759
-4.495085 -21.327738 11.755357
-4.300877 -21.647595 11.532838
-3.662848 -21.738553 11.571141
-3.507130 -21.883951 11.571300
-3.599612 -23.052168 11.796644
-4.017317 -23.344556 11.753364
-4.113550 -23.419780 11.281491
-4.179335 -23.593103 11.157641
-3.934819 -24.282683 11.783343
-4.113577 -24.222143 11.553985

1.920800 -0.199956 2.161919
1.492137 -0.370188 1.911376
0.398205 -0.680825 1.747732
-0.363190 -0.488684 1.986535
-0.674404 -0.446691 2.139688
-0.913649 -0.520252 2.902561
-1.814560 -1.024726 3.570204
-1.831850 -1.598710 3.763143
-2.228023 -1.743143 3.359634
-2.261343 -2.394670 3.673351
-2.446506 -2.683259 3.736369
-2.700481 -2.781483 4.422349
-2.963401 -3.495469 4.417725
-3.333221 -4.232806 4.662288
-3.660449 -4.124452 4.683401
-4.135239 -4.113944 5.385701
-5.003253 -4.123107 5.644008
-5.498109 -4.454959 5.672481
-5.902944 -4.299542 6.436317
-6.045578 -4.317715 6.441671
-6.868463 -4.799579 6.563523
-7.354962 -5.357031 6.908540
-7.780160 -5.901342 7.060618
-7.736566 -5.933665 7.349952
-7.904475 -6.265197 7.502556
-8.284324 -7.258322 8.198131
-8.363860 -7.499104 8.586443
-8.121021 -8.399646 8.667451
-7.800618 -8.628501 8.529891
-7.447049 -9.189672 9.095886
-7.365599 -9.839655 9.211560
-7.575514 -9.947033 9.864532
-7.271014 -10.266126 10.053342
-7.508828 -10.899827 10.098606
-8.052751 -11.909504 10.490424
-8.004876 -12.482591 10.316447
-7.892367 -13.164127 10.906082
-8.211719 -13.583426 10.698297
-8.151205 -13.776970 10.932405
-7.857057 -14.461400 10.284476
-7.729122 -14.537065 10.427774
-6.919347 -14.558145 10.464763
-6.502762 -15.525233 10.629658
-6.373596 -15.961842 11.040316
-5.862624 -16.698511 11.131570
-5.834853 -16.964949 11.400369
-5.825697 -18.012791 11.595584
-5.880890 -18.299857 11.645479
-5.763082 -19.105359 12.293206
-5.580806 -19.134163 12.149478
-5.396242 -19.547520 12.675354
-5.848044 -20.323375 12.648039
-4.921624 -21.086031 12.327089
-4.908905 -21.249484 12.700050
-4.637261 -21.457930 12.860965
-4.369315 -21.521940 12.769649
-3.637608 -21.788833 12.489306
-3.517684 -22.302075 12.661957
-3.710395 -22.989898 12.440146
-4.055453 -23.444768 12.790264
-3.982502 -23.839842 12.698336
-3.855186 -24.124960 12.898309
-3.231219 -24.692001 12.094542
-3.167625 -24.678085 11.863937

1.545565 0.167428 2.212599
0.960123 -0.307846 2.294268
0.019118 -0.588558 2.626483
-0.164362 -0.565739 2.803474
-0.806103 -0.504326 3.168621
-1.206744 -0.924194 3.600373
-1.382292 -1.473770 3.973339
-1.769204 -2.127576 4.011754
-1.892629 -2.227320 3.988967
-2.072363 -2.492322 4.004994
-2.603923 -2.701976 4.309860
-2.673797 -2.812590 4.583105
-3.014220 -3.909899 5.015847
-2.945709 -3.701170 5.326717
-3.629411 -3.895008 5.669768
-4.199878 -3.958072 6.342749
-4.699388 -4.046608 6.479158
-5.105359 -4.317980 6.969008
-5.880041 -4.272800 6.612344
-6.055885 -4.600235 6.857212
-6.540293 -5.208421 7.182658
-7.419765 -5.734978 7.124812
-7.413267 -5.917266 7.366835
-7.688609 -6.121203 7.594134
-8.081470 -6.612870 7.974433
-8.217832 -7.069486 8.700284
-8.349996 -7.491578 9.311195
-8.031981 -8.283004 9.284565
-7.566046 -8.966591 9.245453
-7.461345 -9.733260 9.332143
-7.573491 -9.887783 9.841983
-7.528465 -9.884100 9.908578
-7.340586 -10.089141 10.184569
-7.528882 -10.736065 10.287329
-8.115979 -12.120508 10.634629
-7.994302 -12.378979 10.981627
-7.992852 -13.162281 11.135428
-8.343666 -13.661499 11.166467
-8.139793 -13.882535 11.072036
-7.871344 -14.274884 10.757948
-7.267525 -14.514137 11.191405
-6.768539 -14.969382 11.167345
-6.308674 -16.150725 11.423676
-6.089997 -16.660682 11.314520
-6.161312 -17.128833 12.130988
-6.059123 -17.391657 12.032561
-6.058752 -17.950110 12.287459
-5.965880 -18.504501 12.361111
-5.871091 -19.114027 12.395688
-5.826592 -19.561562 12.833060
-6.127631 -20.201718 13.305709
-5.842058 -20.932649 13.078071
-5.022486 -21.253792 12.818101
-4.928113 -21.331397 12.917349
-4.814562 -21.444626 12.980824
-4.411347 -21.822360 13.258594
-3.608421 -22.473176 12.936191
-3.628478 -22.928113 12.768271
-3.917725 -23.375585 13.065716
-3.973517 -23.762397 13.372431
-3.834852 -24.193736 13.249898
-3.352760 -24.831083 12.767880
-3.040073 -25.260614 12.538684
-2.724386 -25.204152 12.152131

1.326725 0.010975 2.363089
0.950023 -0.299267 2.731225
0.588584 -0.547757 3.185812
-0.134014 -0.709884 3.230281
-0.637785 -1.190559 3.702925
-0.841408 -1.595190 4.309031
-0.861012 -1.712654 4.314614
-0.887302 -2.106969 4.422141
-1.752363 -2.707762 4.127117
-1.883658 -2.733395 4.170744
-2.217535 -2.929592 4.824765
-2.644238 -2.860565 4.972238
-2.749449 -3.159580 5.090203
-3.162859 -3.577569 5.699755
-3.505907 -3.539596 6.314473
-4.425045 -3.959004 6.801405
-4.664157 -4.070126 6.723000
-5.082122 -4.482730 7.226277
-5.908233 -4.927189 7.387365
-6.106061 -4.789714 7.127794
-6.812142 -5.546493 7.284165
-7.254815 -5.929030 7.370216
-7.173450 -6.463048 8.060931
-7.653663 -6.383019 8.190468
-8.083014 -6.725855 8.875994
-8.417725 -6.849513 9.410717
-8.261665 -7.658669 9.676353
-8.153062 -7.967302 9.578313
-7.713330 -8.989729 9.484087
-7.795699 -9.256826 10.295965
-7.496341 -9.488566 10.816190
-7.294894 -9.736154 10.466604
-7.415813 -10.039005 10.680425
-8.161146 -11.257159 10.540790
-8.179430 -11.697199 11.193002
-7.997132 -12.887870 11.355628
-8.230708 -13.260602 11.443815
-8.357079 -13.358337 11.918383
-8.093231 -13.861917 11.277265
-7.631129 -13.959139 12.077543
-7.022519 -14.819766 11.666115
-6.518607 -15.887056 11.905366
-6.442198 -16.011416 11.790221
-6.492319 -16.548871 12.028157
-6.257619 -17.067710 12.370835
-6.169548 -17.651210 12.764316
-6.082164 -18.511645 12.505190
-6.199355 -18.931966 12.405398
-6.052069 -19.173439 12.558331
-6.298490 -19.567640 13.218191
-6.162727 -20.394404 13.514734
-6.071536 -20.878946 13.357852
-5.333344 -21.376523 13.306675
-4.943406 -21.743773 13.504385
-4.529553 -22.008392 13.480633
-4.500061 -22.167758 13.465230
-3.687162 -22.687378 13.095175
-4.068692 -23.261216 13.621386
-4.201619 -23.724835 13.869959
-3.914437 -24.334847 13.603983
-3.487145 -24.695782 13.395767
-3.346973 -24.868337 13.115892
-2.926281 -25.190044 12.987941
-2.200344 -24.744977 12.503884

1.233396 0.227832 3.192026
0.787885 -0.543783 3.402722
0.734746 -0.565460 3.565436
-0.059485 -0.756120 3.530019
-0.192801 -1.121252 4.161267
-0.384156 -1.711486 4.525823
-0.395609 -2.074849 4.581420
-0.944628 -2.547504 4.572546
-1.528799 -2.814455 4.540402
-1.722116 -2.968553 4.988026
-2.313308 -2.744243 5.217840
-2.596365 -2.868157 5.378082
-2.872256 -3.014446 5.792442
-3.319635 -3.235082 6.565195
-3.456406 -3.477607 6.984535
-4.223843 -3.950478 7.010126
-4.305616 -4.284401 7.432336
-4.628578 -4.560225 7.588774
-5.756514 -5.066054 7.644805
-6.104941 -5.263794 7.718207
-6.445229 -5.687267 7.744332
-7.035596 -6.515938 7.974945
-7.231139 -6.354827 8.900731
-7.337032 -6.521773 9.024747
-8.076970 -6.459985 9.623561
-8.394524 -7.140383 10.106839
-8.369884 -7.573806 9.982327
-8.068918 -8.150760 9.711987
-7.791067 -8.965442 10.177155
-7.638522 -9.224033 10.554729
-7.398876 -9.553126 11.285622
-7.531252 -10.102437 11.192746
-7.729532 -10.488098 11.252715
-8.119522 -11.240732 11.133616
-8.174420 -12.262277 11.456751
-7.976130 -12.818605 11.741291
-8.005957 -13.108461 12.339121
-8.005445 -13.634698 12.110014
-7.887561 -13.810909 12.103805
-7.358487 -13.951080 12.176618
-7.334045 -14.658365 12.297044
-6.692008 -16.105567 12.577341
-6.698764 -16.548721 12.676887
-6.602687 -16.869476 12.778240
-6.442526 -17.588459 13.297122
-6.658408 -17.933518 13.416521
-6.543007 -18.705466 12.962288
-6.481704 -18.856083 12.970303
-6.228776 -19.245695 13.124343
-6.342711 -19.992542 13.578154
-6.208678 -20.429915 13.758684
-5.751944 -21.101353 13.356948
-5.184415 -21.494648 13.556131
-4.949401 -21.534172 14.052408
-4.363955 -22.116384 13.950265
-4.158148 -22.773845 14.203262
-4.005583 -23.032017 14.013290
-4.046473 -23.395098 14.240980
-4.149855 -23.880269 14.240197
-4.055801 -24.535697 14.456568
-3.548133 -25.101732 14.058962
-3.046682 -25.327104 13.587966
-2.568483 -25.478783 13.661883
-1.786928 -25.365209 13.498452

1.358518 -0.189379 3.859642
0.859560 -0.559176 3.759558
0.142568 -0.824203 4.085427
-0.014265 -0.935571 4.047010
-0.129886 -1.094887 4.391866
-0.154769 -1.723457 4.969437
-0.212327 -1.943104 5.222339
-0.512303 -2.772086 5.589535
-1.051464 -2.897772 5.482472
-1.538887 -2.761280 5.512716
-1.963618 -2.527069 5.696071
-2.768114 -2.807959 5.912525
-2.947383 -3.170435 6.371951
-2.773435 -3.104218 6.965756
-3.024095 -3.470105 7.099531
-3.998403 -4.211047 7.667103
-4.055149 -4.491935 7.883303
-4.713027 -4.729595 8.017536
-5.404698 -5.165662 8.026109
-5.514474 -5.403172 8.131935
-5.946830 -5.854275 8.452334
-6.582915 -6.108975 8.450681
-6.642405 -6.381740 9.430857
-7.172545 -6.665158 9.701813
-7.765584 -6.556604 10.419433
-8.189106 -7.277097 10.457079
-7.763737 -7.899239 10.442140
-7.559284 -8.248945 10.649943
-7.617223 -9.100538 10.962921
-7.392145 -9.133494 11.503524
-7.425931 -9.738092 11.434714
-7.765253 -10.396111 11.694910
-8.077654 -10.980553 11.615289
-8.022391 -11.536591 11.887677
-8.004207 -12.550429 12.727528
-8.009419 -12.752339 13.101686
-7.961192 -13.346210 12.563401
-7.666905 -13.841926 12.426128
-6.891248 -14.153951 13.083367
-6.764642 -14.483272 12.734883
-6.643279 -15.226087 12.903640
-6.667558 -16.373641 12.860736
-6.613689 -16.867774 13.004658
-6.606088 -17.402619 13.903569
-6.585789 -17.543793 14.004187
-6.891389 -18.053825 13.703085
-6.623829 -18.669200 13.709133
-6.113700 -18.945780 13.806470
-6.151107 -19.564843 13.493478
-6.240021 -20.150212 14.090423
-5.887421 -20.799604 13.758589
-5.630763 -21.036642 13.879017
-5.423802 -21.153364 14.279547
-4.767167 -21.908742 14.654543
-4.589038 -22.373480 14.717427
-4.094009 -22.760370 14.728507
-3.945244 -23.111795 14.543030
-4.090272 -23.708575 14.562555
-3.924752 -24.392438 14.815756
-3.704398 -25.110071 14.394589
-2.932966 -25.451162 13.933034
-2.529716 -25.647293 13.964313
-1.945714 -25.678468 14.132894
