0.812683 0.043759 1.587820 4.138607 6.615120  
0.813376 0.043846 1.590254 4.169675 6.674689  
0.814069 0.043937 1.592681 4.200807 6.734482  
0.814761 0.044031 1.595100 4.232005 6.794502  
0.815454 0.044126 1.597512 4.263269 6.854752  
0.816147 0.044223 1.599918 4.294602 6.915233  
0.816839 0.044321 1.602316 4.326004 6.975947  
0.817532 0.044419 1.604708 4.357475 7.036892  
0.818225 0.044516 1.607092 4.389016 7.098070  
0.818917 0.044612 1.609470 4.420625 7.159477  
0.819610 0.044707 1.611842 4.452302 7.221113  
0.820303 0.044799 1.614206 4.484045 7.282973  
0.820995 0.044889 1.616564 4.515853 7.345054  
0.821688 0.044975 1.618915 4.547723 7.407351  
0.822381 0.045058 1.621259 4.579653 7.469860  
0.823073 0.045136 1.623596 4.611640 7.532575  
0.823766 0.045209 1.625925 4.643681 7.595489  
0.824459 0.045278 1.628248 4.675772 7.658595  
0.825151 0.045341 1.630563 4.707910 7.721886  
0.825844 0.045398 1.632871 4.740090 7.785355  
0.826537 0.045449 1.635171 4.772309 7.848993  
0.827229 0.045494 1.637464 4.804562 7.912790  
0.827922 0.045532 1.639748 4.836844 7.976739  
0.828615 0.045563 1.642025 4.869151 8.040830  
0.829307 0.045587 1.644293 4.901477 8.105053  
0.830000 0.045604 1.646553 4.933818 8.169399  
0.830693 0.045614 1.648805 4.966169 8.233857  
0.831385 0.045617 1.651048 4.998524 8.298419  
0.832078 0.045613 1.653282 5.030879 8.363072  
0.832771 0.045601 1.655507 5.063227 8.427807  
0.833463 0.045581 1.657723 5.095565 8.492615  
0.834156 0.045555 1.659929 5.127887 8.557483  
0.834849 0.045521 1.662126 5.160187 8.622403  
0.835541 0.045480 1.664314 5.192460 8.687364  
0.836234 0.045432 1.666492 5.224702 8.752355  
0.836927 0.045377 1.668659 5.256908 8.817366  
0.837619 0.045315 1.670817 5.289072 8.882387  
0.838312 0.045246 1.672965 5.321189 8.947408  
0.839005 0.045170 1.675102 5.353255 9.012418  
0.839697 0.045087 1.677229 5.385264 9.077408  
0.840390 0.044998 1.679345 5.417213 9.142368  
0.841083 0.044902 1.681450 5.449096 9.207287  
0.841775 0.044800 1.683545 5.480909 9.272156  
0.842468 0.044691 1.685628 5.512647 9.336964  
0.843161 0.044576 1.687700 5.544306 9.401701  
0.843853 0.044455 1.689761 5.575881 9.466358  
0.844546 0.044327 1.691810 5.607367 9.530924  
0.845239 0.044193 1.693847 5.638761 9.595389  
0.845931 0.044053 1.695872 5.670057 9.659742  
0.846624 0.043906 1.697885 5.701251 9.723974  
