0.786645 3.324361 
0.786779 3.329069 
0.786914 3.333561 
0.787048 3.337839 
0.787182 3.341907 
0.787316 3.345767 
0.787450 3.349422 
0.787584 3.352875 
0.787719 3.356129 
0.787853 3.359188 
0.787987 3.362053 
0.788121 3.364729 
0.788255 3.367219 
0.788390 3.369527 
0.788524 3.371656 
0.788658 3.373609 
0.788792 3.375392 
0.788926 3.377006 
0.789061 3.378457 
0.789195 3.379749 
0.789329 3.380885 
0.789463 3.381870 
0.789597 3.382709 
0.789732 3.383405 
0.789866 3.383963 
0.790000 3.384388 
0.790134 3.384686 
0.790268 3.384859 
0.790403 3.384915 
0.790537 3.384858 
0.790671 3.384693 
0.790805 3.384425 
0.790939 3.384061 
0.791074 3.383606 
0.791208 3.383066 
0.791342 3.382447 
0.791476 3.381756 
0.791610 3.380998 
0.791745 3.380180 
0.791879 3.379309 
0.792013 3.378391 
0.792147 3.377435 
0.792281 3.376447 
0.792416 3.375434 
0.792550 3.374405 
0.792684 3.373367 
0.792818 3.372327 
0.792952 3.371296 
0.793086 3.370280 
0.793221 3.369289 
