16 0.500000 0.510300 0.001324 2.000000 4.181418 0.004974
24 0.500000 0.611230 0.001468 2.000000 9.231601 0.011134
32 0.500000 0.682616 0.002643 2.000000 16.220641 0.048160
46 0.500000 0.772678 0.001939 2.000000 33.407680 0.072077
64 0.500000 0.852102 0.002528 2.000000 64.613869 0.209292
