0.755496 1.305466 
0.758722 1.323027 
0.761947 1.340367 
0.765172 1.357538 
0.768397 1.374575 
0.771622 1.391505 
0.774847 1.408339 
0.778073 1.425080 
0.781298 1.441716 
0.784523 1.458226 
0.787748 1.474578 
0.790973 1.490728 
0.794199 1.506625 
0.797424 1.522209 
0.800649 1.537409 
0.803874 1.552151 
0.807099 1.566355 
0.810324 1.579934 
0.813550 1.592802 
0.816775 1.604874 
0.820000 1.616065 
0.823225 1.626296 
0.826450 1.635497 
0.829676 1.643609 
0.832901 1.650586 
0.836126 1.656398 
0.839351 1.661035 
0.842576 1.664508 
0.845801 1.666851 
0.849027 1.668123 
0.852252 1.668406 
0.855477 1.667807 
0.858702 1.666456 
0.861927 1.664505 
0.865153 1.662124 
0.868378 1.659496 
0.871603 1.656815 
0.874828 1.654278 
0.878053 1.652079 
0.881278 1.650402 
#0.884504 1.649413 
#0.887729 1.649251

