0.500000 0.852102 0.002528 227.500000 6000 10
0.600000 1.282293 0.004649 227.500000 5900 10
0.700000 2.417715 0.015241 227.500000 5900 25
0.750000 4.218835 0.056158 111.474995 5900 100
0.780000 7.943812 0.262545 111.474995 2900 100
0.790000 10.388127 0.278910 0.000000 5918 269
0.800000 13.088016 0.303599 227.500000 5900 118
0.820000 20.337371 0.354331 111.474995 5950 119
0.850000 27.084009 0.460976 111.474995 5920 160
0.900000 34.775131 0.459871 227.500000 6000 200
1.000000 41.872477 0.374118 227.500000 6000 150
1.100000 47.584444 0.275073 227.500000 6000 150
2.000000 64.613869 0.209292 227.500000 6000 125

