#0.500000 0.594828 0.010711 6000 10
#0.600000 0.953182 0.017996 6000 10
#0.700000 1.583201 0.027603 5900 10
#0.750000 2.291574 0.073478 6000 40
0.780000 3.333205 0.129819 3000 30
0.790000 3.384388 0.077797 5918 22
0.800000 3.166753 0.080249 6000 100
#0.820000 2.252465 0.066588 6000 100
#0.850000 1.798384 0.034780 5920 10
#0.900000 1.387413 0.025197 6000 0
#1.000000 1.158763 0.021091 6000 10
#1.100000 1.032092 0.019246 6000 10
#2.000000 0.734644 0.013529 6000 10
