16 0.854656 0.005455 1.648603 0.007545
24 0.846956 0.006039 3.289114 0.020027
32 0.831385 0.004268 4.998524 0.049242
#32 0.828204 0.004099 4.944896 0.049242 
46 0.818656 0.005153 9.370608 0.088299
64 0.796441 0.004009 12.62459 0.303599
