16 0.854656 0.005455 0.025705 0.000574
24 0.846956 0.006039 0.036515 0.000904
32 0.828204 0.004099 0.047447 0.001807
46 0.818656 0.005153 0.065806 0.003209
64 0.796441 0.004009 0.086660 0.006125
