16 0.852252 0.016118 1.668406 0.037990 
32 0.801901 0.003980 2.317299 0.114034
24 0.830000 0.010150 2.005218 0.028298
46 0.799163 0.002501 2.765097 0.051204
64 0.790403 0.002615 3.384915 0.077226
