31.861068 31.861068
20.358920 52.219988
12.018510 64.238498
9.552866 73.791364
8.095740 81.887104
4.835647 86.722751
5.018979 91.741730
4.688462 96.430192
2.768655 99.198846
2.562694 101.761540
2.657618 104.419158
3.411847 107.831005
2.528728 110.359733
2.469391 112.829124
2.475936 115.305060
1.924441 117.229500
2.022667 119.252167
2.746692 121.998859
3.339174 125.338033
3.789281 129.127314
3.327398 132.454712
2.127756 134.582468
2.514771 137.097239
2.054129 139.151367
2.414918 141.566285
2.138147 143.704433
2.163345 145.867778
2.275199 148.142976
2.420044 150.563020
1.920233 152.483253
2.584243 155.067496
2.603074 157.670569
1.820844 159.491413
2.789487 162.280900
2.828660 165.109560
2.174569 167.284128
2.825768 170.109896
2.383621 172.493517
1.831715 174.325232
2.212946 176.538178
2.078143 178.616321
2.593076 181.209397
2.949467 184.158864
2.525015 186.683878
2.428133 189.112011
1.995611 191.107622
2.270396 193.378019
2.887454 196.265473
3.092106 199.357578
1.625284 200.982862
1.754413 202.737275
1.583484 204.320759
1.720823 206.041582
2.377471 208.419053
1.887106 210.306159
2.680697 212.986856
2.490680 215.477536
2.454616 217.932152
3.796107 221.728258
2.325531 224.053789
2.876563 226.930352
3.323184 230.253537
4.084066 234.337603
4.090977 238.428580
2.703530 241.132110
2.155095 243.287205
2.655848 245.943053
2.514280 248.457333
1.714726 250.172059
1.791309 251.963368
1.909776 253.873144
1.851733 255.724877
2.867615 258.592493
2.491676 261.084169
2.166938 263.251107
2.379207 265.630314
2.406844 268.037158
1.998361 270.035520
2.389822 272.425342
2.118470 274.543811
1.608428 276.152239
1.720916 277.873155
1.641956 279.515110
1.423727 280.938837
2.232784 283.171621
1.932824 285.104445
2.433975 287.538419
2.934396 290.472815
2.648726 293.121541
1.735070 294.856612
2.428650 297.285261
2.376750 299.662011
2.315592 301.977602
2.030114 304.007716
2.112111 306.119827
3.150782 309.270609
3.202905 312.473514
2.707654 315.181168
1.791539 316.972708
1.757881 318.730588
2.543712 321.274300
2.369176 323.643476
2.039461 325.682937
2.711080 328.394018
2.290425 330.684442
2.448704 333.133147
2.630696 335.763843
1.681843 337.445686
2.575587 340.021273
3.238528 343.259800
2.133497 345.393297
1.692127 347.085424
1.598036 348.683460
1.532965 350.216426
1.970805 352.187231
