#0.500000 0.002614 0.000094 10000 10
#0.600000 0.004871 0.000155 10000 5
#0.700000 0.011044 0.000294 10000 5
#0.800000 0.029459 0.000679 10000 10
0.830000 0.034704 0.000724 10000 10
0.840000 0.036336 0.000712 10000 0
0.900000 0.030558 0.000716 10000 10
#1.000000 0.017813 0.000534 10000 20
#1.100000 0.011741 0.000361 10000 5
#2.000000 0.002600 0.000123 10000 8
