0.717870 0.016753 1.119831 0.877010 0.998856  
0.722755 0.017829 1.130780 0.898647 1.034001  
0.727640 0.018764 1.142392 0.921546 1.071531  
0.732525 0.019531 1.154554 0.945510 1.111174  
0.737411 0.020117 1.167135 0.970321 1.152613  
0.742296 0.020526 1.180002 0.995753 1.195516  
0.747181 0.020778 1.193022 1.021595 1.239563  
0.752066 0.020905 1.206081 1.047671 1.284481  
0.756951 0.020947 1.219086 1.073847 1.330059  
0.761837 0.020944 1.231971 1.100044 1.376167  
0.766722 0.020936 1.244695 1.126231 1.422751  
0.771607 0.020954 1.257242 1.152422 1.469827  
0.776492 0.021020 1.269613 1.178662 1.517464  
0.781378 0.021147 1.281824 1.205022 1.565772  
0.786263 0.021341 1.293897 1.231583 1.614883  
0.791148 0.021600 1.305861 1.258428 1.664933  
0.796033 0.021919 1.317741 1.285635 1.716053  
0.800918 0.022285 1.329560 1.313272 1.768359  
0.805804 0.022688 1.341338 1.341390 1.821946  
0.810689 0.023113 1.353087 1.370028 1.876881  
0.815574 0.023546 1.364816 1.399205 1.933203  
0.820459 0.023974 1.376526 1.428921 1.990920  
0.825344 0.024381 1.388213 1.459161 2.050007  
0.830230 0.024755 1.399870 1.489890 2.110407  
0.835115 0.025082 1.411483 1.521059 2.172030  
0.840000 0.025350 1.423035 1.552600 2.234754  
0.844885 0.025548 1.434504 1.584435 2.298427  
0.849770 0.025669 1.445869 1.616469 2.362872  
0.854656 0.025705 1.457104 1.648603 2.427892  
0.859541 0.025655 1.468185 1.680728 2.493275  
0.864426 0.025518 1.479086 1.712736 2.558802  
0.869311 0.025296 1.489788 1.744519 2.624258  
0.874196 0.024996 1.500270 1.775974 2.689437  
0.879082 0.024626 1.510518 1.807010 2.754147  
0.883967 0.024194 1.520523 1.837543 2.818220  
0.888852 0.023712 1.530280 1.867504 2.881515  
0.893737 0.023190 1.539789 1.896836 2.943916  
0.898622 0.022637 1.549056 1.925494 3.005334  
0.903508 0.022061 1.558089 1.953446 3.065704  
0.908393 0.021469 1.566902 1.980667 3.124981  
0.913278 0.020866 1.575509 2.007141 3.183134  
0.918163 0.020254 1.583924 2.032855 3.240142  
0.923049 0.019633 1.592164 2.057797 3.295983  
0.927934 0.019002 1.600242 2.081957 3.350637  
0.932819 0.018359 1.608169 2.105320 3.404071  
0.937704 0.017701 1.615954 2.127871 3.456242  
0.942589 0.017025 1.623599 2.149587 3.507093  
0.947475 0.016328 1.631105 2.170445 3.556552  
0.952360 0.015607 1.638466 2.190417 3.604530  
0.957245 0.014862 1.645673 2.209471 3.650929  
